,x,y,Batch,subtype
TCGA-E9-A1R4-01A-21D-A14H-05,5.587577,0.70973414,Source,LumB
TCGA-AR-A1AW-01A-21D-A12R-05,7.495015,3.7981684,Source,LumB
TCGA-E9-A54X-01A-11D-A268-05,6.759283,-0.27040482,Source,LumB
TCGA-B6-A1KC-01B-11D-A161-05,5.4719186,5.0393386,Source,LumB
TCGA-A2-A1FW-01A-11D-A13K-05,4.419067,3.5521846,Source,LumB
TCGA-AR-A24K-01A-11D-A16A-05,5.850921,1.5925223,Source,LumB
TCGA-B6-A0RL-01A-11D-A10P-05,4.850451,4.979505,Source,LumB
TCGA-E9-A1NI-01A-11D-A14H-05,4.5205135,1.6873636,Source,LumB
TCGA-BH-A1F2-01A-31D-A13K-05,4.2710056,2.311787,Source,LumB
TCGA-AO-A0JD-01A-11D-A10P-05,4.2057137,0.73603684,Source,LumB
TCGA-E9-A5UO-01A-11D-A28C-05,4.136678,3.6374063,Source,LumB
TCGA-AR-A2LK-01A-11D-A17Z-05,4.733997,3.1688025,Source,LumB
TCGA-D8-A1J9-01A-11D-A13K-05,5.1157284,3.775913,Source,LumB
TCGA-AR-A0U2-01A-11D-A10A-05,6.9448605,2.147019,Source,LumB
TCGA-AR-A24S-01A-11D-A16A-05,4.49399,-0.13154392,Source,LumB
TCGA-A2-A4S3-01A-21D-A268-05,8.368395,2.293168,Source,LumB
TCGA-C8-A26V-01A-11D-A16G-05,4.9418,3.5782106,Source,LumB
TCGA-D8-A1JD-01A-11D-A13K-05,4.6680636,1.4368993,Source,LumB
TCGA-S3-AA17-01A-11D-A41Q-05,5.002215,3.7242315,Source,LumB
TCGA-D8-A1XF-01A-11D-A14H-05,5.317785,5.388267,Source,LumB
TCGA-BH-A0C0-01A-21D-A10P-05,7.3807273,3.6057255,Source,LumB
TCGA-E9-A226-01A-21D-A161-05,6.5677676,4.536889,Source,LumB
TCGA-E2-A56Z-01A-12D-A29O-05,4.732437,1.3533056,Source,LumB
TCGA-E9-A1NF-01A-11D-A14H-05,5.690251,2.2017822,Source,LumB
TCGA-A7-A13F-01A-11D-A12R-05,4.147063,3.6521935,Source,LumB
TCGA-E9-A1NA-01A-11D-A145-05,4.9239326,4.7204266,Source,LumB
TCGA-C8-A1HG-01A-11D-A138-05,8.159223,2.3949223,Source,LumB
TCGA-AN-A0XR-01A-11D-A10A-05,4.953046,3.7633374,Source,LumB
TCGA-C8-A27A-01A-11D-A16A-05,4.4862633,3.4617565,Source,LumB
TCGA-BH-A0HW-01A-11D-A032-05,5.5294447,0.8353226,Source,LumB
TCGA-A8-A081-01A-11D-A00Y-05,3.4537756,0.6331128,Source,LumB
TCGA-A8-A09Z-01A-11D-A00Y-05,3.4951656,1.5948945,Source,LumB
TCGA-A8-A06Q-01A-11D-A032-05,4.338,0.7991809,Source,LumB
TCGA-AO-A03O-01A-11D-A00Y-05,4.0636654,2.1799378,Source,LumB
TCGA-AN-A0AM-01A-11D-A032-05,5.9016867,2.332574,Source,LumB
TCGA-A8-A07W-01A-11D-A00Y-05,3.4693885,0.66300094,Source,LumB
TCGA-A8-A06O-01A-11D-A00Y-05,5.6191697,3.914275,Source,LumB
TCGA-AO-A0J3-01A-11D-A032-05,3.687868,3.4139702,Source,LumB
TCGA-B6-A0IB-01A-11D-A032-05,3.4999893,0.6930932,Source,LumB
TCGA-AN-A0AJ-01A-11D-A00Y-05,4.2163963,3.9925227,Source,LumB
TCGA-AO-A0J7-01A-11D-A032-05,4.4136634,1.485173,Source,LumB
TCGA-A2-A0CW-01A-21D-A112-05,5.906375,-0.6789339,Source,LumB
TCGA-BH-A0BD-01A-11D-A032-05,5.74944,1.1722755,Source,LumB
TCGA-A8-A076-01A-21D-A00Y-05,4.3163176,4.0366244,Source,LumB
TCGA-A8-A095-01A-11D-A00Y-05,5.3526297,1.998685,Source,LumB
TCGA-AN-A03Y-01A-21D-A00Y-05,5.3200846,3.9573033,Source,LumB
TCGA-AN-A0FF-01A-11D-A032-05,5.0906935,4.185323,Source,LumB
TCGA-A8-A084-01A-21D-A00Y-05,4.522429,4.2820272,Source,LumB
TCGA-A8-A06N-01A-11D-A00Y-05,4.210624,1.4612602,Source,LumB
TCGA-A8-A092-01A-11D-A00Y-05,4.481804,-0.055848923,Source,LumB
TCGA-C8-A12W-01A-11D-A112-05,3.5682077,1.678112,Source,LumB
TCGA-A8-A07L-01A-11D-A00Y-05,4.087666,3.1647968,Source,LumB
TCGA-E2-A15A-01A-11D-A12E-05,3.4811285,1.7166429,Source,LumB
TCGA-AN-A0AK-01A-21D-A00Y-05,3.9574952,2.6628847,Source,LumB
TCGA-E2-A155-01A-11D-A12E-05,3.7450712,3.612916,Source,LumB
TCGA-A8-A096-01A-11D-A00Y-05,4.2625513,1.3808985,Source,LumB
TCGA-A2-A04Y-01A-21D-A032-05,5.4222474,1.5207174,Source,LumB
TCGA-A8-A08S-01A-11D-A032-05,4.690129,3.7309585,Source,LumB
TCGA-BH-A18L-01A-32D-A12E-05,3.5475786,1.5844799,Source,LumB
TCGA-A2-A0CY-01A-12D-A032-05,6.102271,-0.8854824,Source,LumB
TCGA-BH-A0HU-01A-11D-A032-05,5.254073,-0.53078526,Source,LumB
TCGA-A8-A06Z-01A-11D-A00Y-05,3.679628,0.2498108,Source,LumB
TCGA-A8-A09I-01A-22D-A032-05,4.2188215,4.2624583,Source,LumB
TCGA-A8-A079-01A-21D-A00Y-05,4.846249,5.0794654,Source,LumB
TCGA-BH-A0C7-01B-11D-A112-05,4.1723275,3.4747336,Source,LumB
TCGA-C8-A12M-01A-11D-A112-05,4.4627304,4.456817,Source,LumB
TCGA-C8-A130-01A-31D-A112-05,5.644273,-0.9476428,Source,LumB
TCGA-E2-A15S-01A-11D-A112-05,5.57376,4.8979597,Source,LumB
TCGA-D8-A13Y-01A-11D-A112-05,5.6671467,-0.81606865,Source,LumB
TCGA-B6-A0IN-01A-11D-A032-05,6.073448,4.1736975,Source,LumB
TCGA-E2-A14O-01A-31D-A112-05,3.4670591,1.3657315,Source,LumB
TCGA-A8-A06R-01A-11D-A00Y-05,4.05039,0.56090504,Source,LumB
TCGA-A2-A0EY-01A-11D-A032-05,3.7540607,1.6295075,Source,LumB
TCGA-A7-A0CJ-01A-21D-A00Y-05,4.879029,5.021766,Source,LumB
TCGA-A8-A07S-01A-11D-A032-05,4.8947244,0.51197374,Source,LumB
TCGA-AN-A0FY-01A-11D-A032-05,5.4058886,-0.8189541,Source,LumB
TCGA-A8-A08G-01A-11D-A00Y-05,5.1250153,-1.0179888,Source,LumB
TCGA-A8-A09E-01A-11D-A00Y-05,4.362917,4.006618,Source,LumB
TCGA-A8-A09N-01A-11D-A00Y-05,4.502652,1.2445589,Source,LumB
TCGA-A8-A09R-01A-11D-A00Y-05,5.3389893,3.0958421,Source,LumB
TCGA-A2-A0D4-01A-11D-A00Y-05,3.8014402,3.5133536,Source,LumB
TCGA-AR-A0TY-01A-12D-A112-05,3.495567,0.6032071,Source,LumB
TCGA-BH-A18U-01A-21D-A12E-05,3.4990408,1.8428419,Source,LumB
TCGA-A8-A08I-01A-11D-A00Y-05,5.1258006,-0.070998594,Source,LumB
TCGA-C8-A12U-01A-11D-A112-05,5.9124565,4.1339397,Source,LumB
TCGA-A8-A09M-01A-11D-A00Y-05,3.5279145,1.2992556,Source,LumB
TCGA-A8-A082-01A-11D-A00Y-05,6.0361896,2.7480545,Source,LumB
TCGA-A8-A09Q-01A-11D-A00Y-05,4.1717076,4.1215916,Source,LumB
TCGA-E2-A15T-01A-11D-A112-05,4.8410416,0.83964384,Source,LumB
TCGA-A2-A0T3-01A-21D-A112-05,5.0314484,4.9695516,Source,LumB
TCGA-A2-A3XT-01A-11D-A230-05,10.6245775,2.3138957,Source,Basal
TCGA-AO-A124-01A-11D-A10N-05,11.060984,0.69163,Source,Basal
TCGA-A2-A3Y0-01A-11D-A23D-05,10.987398,1.1073183,Source,Basal
TCGA-A7-A6VV-01A-22D-A33F-05,11.1756525,1.6178285,Source,Basal
TCGA-A7-A26F-01B-04D-A22R-05,7.1170955,3.962748,Source,Basal
TCGA-EW-A1OW-01A-21D-A145-05,11.225983,1.1258844,Source,Basal
TCGA-E9-A3QA-01A-61D-A22B-05,10.384441,1.9345156,Source,Basal
TCGA-A7-A4SE-01A-11D-A268-05,11.347742,2.1087465,Source,Basal
TCGA-PL-A8LV-01A-21D-A41Q-05,10.517595,2.3734722,Source,Basal
TCGA-E9-A5FL-01A-11D-A27Y-05,10.594958,1.3411295,Source,Basal
TCGA-EW-A1PH-01A-11D-A14N-05,11.335929,1.065403,Source,Basal
TCGA-C8-A1HJ-01A-11D-A13K-05,11.179865,1.7760984,Source,Basal
TCGA-AR-A1AY-01A-21D-A12R-05,10.417498,3.0201104,Source,Basal
TCGA-BH-A0WA-01A-11D-A10A-05,11.409429,1.579537,Source,Basal
TCGA-E2-A1LH-01A-11D-A14H-05,10.53862,2.4630778,Source,Basal
TCGA-E2-A1LG-01A-21D-A14N-05,11.116004,1.3004045,Source,Basal
TCGA-AO-A0JL-01A-11D-A10P-05,10.618078,2.996697,Source,Basal
TCGA-E9-A22G-01A-11D-A161-05,10.866598,2.294403,Source,Basal
TCGA-D8-A1XK-01A-21D-A14N-05,11.03813,2.6039913,Source,Basal
TCGA-A2-A0YM-01A-11D-A10A-05,10.513759,2.904525,Source,Basal
TCGA-OL-A66I-01A-21D-A29O-05,10.055187,3.2889152,Source,Basal
TCGA-E2-A1LK-01A-21D-A14H-05,10.289508,3.3191152,Source,Basal
TCGA-AC-A2QH-01B-04D-A22R-05,10.411335,1.1778858,Source,Basal
TCGA-S3-AA10-01A-21D-A41Q-05,10.462333,2.2341785,Source,Basal
TCGA-BH-A1F0-01A-11D-A138-05,9.977081,1.8791134,Source,Basal
TCGA-A2-A4RX-01A-11D-A268-05,11.275577,2.434621,Source,Basal
TCGA-A7-A13E-01A-11D-A12R-05,10.479081,3.1013935,Source,Basal
TCGA-B6-A400-01A-11D-A23D-05,11.090797,1.7802145,Source,Basal
TCGA-OL-A5RW-01A-11D-A28C-05,11.377542,2.2183404,Source,Basal
TCGA-AR-A0TP-01A-11D-A10P-05,11.198284,2.6765275,Source,Basal
TCGA-GM-A2DF-01A-11D-A17Z-05,10.059995,3.2455778,Source,Basal
TCGA-LL-A8F5-01A-11D-A36K-05,10.740703,2.424518,Source,Basal
TCGA-A1-A0SO-01A-22D-A10P-05,11.062235,2.705203,Source,Basal
TCGA-AC-A6IW-01A-12D-A33F-05,10.543282,2.4258344,Source,Basal
TCGA-EW-A1P8-01A-11D-A145-05,11.099522,1.7849996,Source,Basal
TCGA-B6-A402-01A-11D-A23D-05,11.406754,1.7835624,Source,Basal
TCGA-AR-A1AQ-01A-11D-A12R-05,10.18817,2.988807,Source,Basal
TCGA-A2-A0T0-01A-22D-A10P-05,11.149616,1.3793633,Source,Basal
TCGA-BH-A1FC-01A-11D-A13K-05,10.145776,3.3781216,Source,Basal
TCGA-BH-A1F6-01A-11D-A13K-05,10.295421,3.321746,Source,Basal
TCGA-S3-AA0Z-01A-11D-A41Q-05,11.387226,2.3500903,Source,Basal
TCGA-B6-A0RT-01A-21D-A10P-05,9.404355,2.569636,Source,Basal
TCGA-OL-A5S0-01A-11D-A28C-05,11.263866,2.149939,Source,Basal
TCGA-A1-A0SK-01A-12D-A10P-05,11.418823,1.6570016,Source,Basal
TCGA-D8-A1XQ-01A-11D-A14N-05,10.65531,1.9198446,Source,Basal
TCGA-A2-A3XS-01A-11D-A230-05,10.608769,3.099906,Source,Basal
TCGA-AO-A128-01A-11D-A10N-05,9.5287075,2.5178459,Source,Basal
TCGA-BH-A5IZ-01A-11D-A27Y-05,10.909016,2.204166,Source,Basal
TCGA-AC-A7VC-01A-11D-A357-05,10.454501,1.1274157,Source,Basal
TCGA-E2-A14N-01A-31D-A138-05,10.878035,2.4419491,Source,Basal
TCGA-A7-A26G-01A-21D-A16A-05,10.589563,1.5679635,Source,Basal
TCGA-AR-A1AR-01A-31D-A138-05,10.288775,2.8133698,Source,Basal
TCGA-OL-A6VO-01A-12D-A33F-05,11.144582,2.3088844,Source,Basal
TCGA-S3-AA15-01A-11D-A41Q-05,9.620654,2.4628477,Source,Basal
TCGA-E9-A244-01A-11D-A16A-05,10.975359,1.9756736,Source,Basal
TCGA-E9-A1N9-01A-11D-A14H-05,7.939466,2.3801455,Source,Basal
TCGA-AC-A8OQ-01A-11D-A41Q-05,10.371861,1.6722386,Source,Basal
TCGA-A2-A3XX-01A-21D-A23D-05,11.113589,2.4893277,Source,Basal
TCGA-E2-A1LL-01A-11D-A145-05,7.858141,3.2037525,Source,Basal
TCGA-E2-A1LI-01A-12D-A161-05,10.743984,2.19919,Source,Basal
TCGA-AQ-A54N-01A-11D-A268-05,11.187428,1.8911108,Source,Basal
TCGA-EW-A3U0-01A-11D-A22B-05,10.405434,1.5675125,Source,Basal
TCGA-AR-A1AJ-01A-21D-A12R-05,10.149463,2.4499757,Source,Basal
TCGA-E2-A1II-01A-11D-A145-05,10.106412,2.1456559,Source,Basal
TCGA-LL-A5YP-01A-21D-A28C-05,11.235605,1.6902057,Source,Basal
TCGA-BH-A0RX-01A-21D-A10P-05,10.047906,2.1988394,Source,Basal
TCGA-PL-A8LZ-01A-31D-A36K-05,10.451878,1.8541604,Source,Basal
TCGA-LL-A6FR-01A-12D-A31V-05,11.450873,1.372108,Source,Basal
TCGA-A1-A0SP-01A-11D-A10P-05,10.388049,2.606366,Source,Basal
TCGA-OL-A5D7-01A-11D-A27Y-05,10.185042,3.302242,Source,Basal
TCGA-A2-A1G1-01A-21D-A13K-05,10.195509,2.6965003,Source,Basal
TCGA-E2-A573-01A-11D-A29O-05,10.78474,1.8329406,Source,Basal
TCGA-AO-A1KR-01A-12D-A145-05,10.278677,3.0982766,Source,Basal
TCGA-BH-A0B3-01A-11D-A10P-05,10.762645,2.178054,Source,Basal
TCGA-EW-A6SB-01A-12D-A32T-05,10.007957,2.622883,Source,Basal
TCGA-B6-A0WX-01A-11D-A10A-05,10.533028,2.8933613,Source,Basal
TCGA-AN-A0XU-01A-11D-A10A-05,11.212033,1.8869866,Source,Basal
TCGA-E9-A1ND-01A-11D-A145-05,8.924194,2.651073,Source,Basal
TCGA-AC-A2BK-01A-11D-A21R-05,10.927277,1.7524086,Source,Basal
TCGA-AO-A129-01A-21D-A10N-05,10.568424,2.0201979,Source,Basal
TCGA-EW-A1P4-01A-21D-A145-05,10.497755,2.007537,Source,Basal
TCGA-AR-A256-01A-11D-A16A-05,10.733712,2.155557,Source,Basal
TCGA-E9-A1N8-01A-11D-A145-05,11.408907,1.7031132,Source,Basal
TCGA-A7-A13D-01A-13D-A12R-05,11.189992,1.9669566,Source,Basal
TCGA-LL-A73Y-01A-11D-A33F-05,11.3660345,1.6304182,Source,Basal
TCGA-A7-A6VY-01A-12D-A33F-05,10.303514,2.9510262,Source,Basal
TCGA-A7-A4SD-01A-11D-A268-05,10.787408,1.0010773,Source,Basal
TCGA-AR-A1AI-01A-11D-A12R-05,10.682377,1.1557962,Source,Basal
TCGA-E2-A574-01A-11D-A29O-05,11.192684,1.6205333,Source,Basal
TCGA-E9-A243-01A-21D-A16A-05,10.225655,1.7967292,Source,Basal
TCGA-B6-A1KF-01A-11D-A13K-05,10.6201725,3.0247228,Source,Basal
TCGA-AC-A62X-01A-11D-A29O-05,10.391679,2.9875734,Source,Basal
TCGA-AR-A24Q-01A-12D-A16A-05,11.24308,1.9809183,Source,Basal
TCGA-AR-A2LR-01A-12D-A18O-05,11.265759,2.2352395,Source,Basal
TCGA-B6-A409-01A-11D-A244-05,10.954199,1.7560344,Source,Basal
TCGA-A2-A0SX-01A-12D-A10P-05,11.225732,1.811438,Source,Basal
TCGA-GM-A3XL-01A-11D-A230-05,10.860626,2.8921866,Source,Basal
TCGA-A7-A6VW-01A-21D-A33F-05,10.609325,3.062316,Source,Basal
TCGA-E2-A1LS-01A-12D-A161-05,10.641152,2.924754,Source,Basal
TCGA-D8-A1JL-01A-11D-A13K-05,10.795113,1.9847646,Source,Basal
TCGA-D8-A27F-01A-11D-A16G-05,11.487598,1.479659,Source,Basal
TCGA-AR-A251-01A-12D-A16A-05,11.170948,1.837825,Source,Basal
TCGA-D8-A27H-01A-11D-A16G-05,11.125497,2.6274397,Source,Basal
TCGA-A2-A4S1-01A-21D-A268-05,8.308062,3.0538664,Source,Basal
TCGA-B6-A0RE-01A-11D-A10P-05,10.969361,2.1360166,Source,Basal
TCGA-B6-A0I1-01A-11D-A21R-05,11.330523,1.2223899,Source,Basal
TCGA-AR-A5QQ-01A-11D-A28C-05,8.409797,3.0623806,Source,Basal
TCGA-E2-A1B6-01A-31D-A12R-05,9.742259,2.1132832,Source,Basal
TCGA-E2-A1AZ-01A-11D-A12R-05,10.633275,2.234577,Source,Basal
TCGA-BH-A0B9-01A-11D-A10P-05,10.797317,1.8772377,Source,Basal
TCGA-BH-A0E0-01A-11D-A10P-05,10.762638,2.2256432,Source,Basal
TCGA-A2-A3XU-01A-12D-A230-05,11.334759,1.6329162,Source,Basal
TCGA-D8-A1JK-01A-11D-A13K-05,7.8176517,2.99971,Source,Basal
TCGA-B6-A0RU-01A-11D-A10P-05,11.109703,2.5736625,Source,Basal
TCGA-GI-A2C9-01A-11D-A21R-05,11.001571,2.2236004,Source,Basal
TCGA-A2-A3XY-01A-11D-A23D-05,10.462136,2.3952167,Source,Basal
TCGA-C8-A27B-01A-11D-A16A-05,11.048042,2.0382626,Source,Basal
TCGA-AC-A2QJ-01A-12D-A19Z-05,10.57296,1.1781545,Source,Basal
TCGA-A2-A0T2-01A-11D-A10P-05,10.9816475,2.0123882,Source,Basal
TCGA-A2-A0ST-01A-12D-A10P-05,9.791637,2.2808654,Source,Basal
TCGA-EW-A1PB-01A-11D-A145-05,9.96289,2.3999326,Source,Basal
TCGA-A7-A5ZV-01A-11D-A28C-05,10.141175,3.450022,Source,Basal
TCGA-A2-A25F-01A-11D-A16A-05,9.26328,2.623492,Source,Basal
TCGA-AR-A0U4-01A-11D-A10A-05,10.284314,2.5026278,Source,Basal
TCGA-B6-A3ZX-01A-11D-A23D-05,9.80697,2.2214499,Source,Basal
TCGA-HN-A2NL-01A-11D-A18O-05,10.883785,2.956753,Source,Basal
TCGA-D8-A27M-01A-11D-A16G-05,10.403838,2.1983309,Source,Basal
TCGA-BH-A18V-01A-11D-A12E-05,11.171339,0.8105564,Source,Basal
TCGA-AN-A0FX-01A-11D-A032-05,10.172164,3.3867793,Source,Basal
TCGA-BH-A0BG-01A-11D-A112-05,11.098079,0.7669638,Source,Basal
TCGA-A8-A08R-01A-11D-A032-05,10.491266,2.528152,Source,Basal
TCGA-C8-A131-01A-11D-A112-05,9.247102,2.0390372,Source,Basal
TCGA-A2-A04T-01A-21D-A032-05,11.386368,1.8314385,Source,Basal
TCGA-AN-A0AT-01A-11D-A032-05,10.986469,0.82787436,Source,Basal
TCGA-BH-A18Q-01A-12D-A12E-05,11.249942,1.1394306,Source,Basal
TCGA-C8-A134-01A-11D-A112-05,10.342345,2.6187983,Source,Basal
TCGA-E2-A14R-01A-11D-A112-05,11.228041,0.735862,Source,Basal
TCGA-D8-A142-01A-11D-A112-05,11.050817,0.6128619,Source,Basal
TCGA-BH-A18G-01A-11D-A12E-05,10.205833,3.4438868,Source,Basal
TCGA-C8-A12K-01A-21D-A112-05,10.887054,1.0714474,Source,Basal
TCGA-A2-A04P-01A-31D-A032-05,11.283273,1.2053388,Source,Basal
TCGA-E2-A159-01A-11D-A112-05,9.473292,1.718128,Source,Basal
TCGA-AN-A0FL-01A-11D-A032-05,11.136869,0.8603809,Source,Basal
TCGA-A2-A0CM-01A-31D-A032-05,10.1281185,3.3949616,Source,Basal
TCGA-D8-A147-01A-11D-A112-05,11.091604,0.74103427,Source,Basal
TCGA-AO-A0J6-01A-11D-A032-05,10.3765,2.7966018,Source,Basal
TCGA-BH-A0E6-01A-11D-A032-05,10.138829,3.1963654,Source,Basal
TCGA-E2-A150-01A-11D-A12E-05,11.013651,0.66025114,Source,Basal
TCGA-A7-A0CE-01A-11D-A00Y-05,10.972242,2.1566076,Source,Basal
TCGA-A8-A07O-01A-11D-A00Y-05,11.192034,0.711137,Source,Basal
TCGA-E2-A158-01A-11D-A12E-05,11.090664,0.794171,Source,Basal
TCGA-AN-A0AR-01A-11D-A00Y-05,11.053761,0.64640105,Source,Basal
TCGA-AR-A0TS-01A-11D-A112-05,9.823821,1.7394319,Source,Basal
TCGA-B6-A0I2-01A-11D-A032-05,10.961324,0.725375,Source,Basal
TCGA-AR-A1AH-01A-11D-A12E-05,11.183389,1.145422,Source,Basal
TCGA-B6-A0IQ-01A-11D-A032-05,11.097072,1.1720918,Source,Basal
TCGA-AN-A0G0-01A-11D-A032-05,11.08225,0.81675965,Source,Basal
TCGA-AO-A0J4-01A-11D-A032-05,11.18023,1.0851923,Source,Basal
TCGA-AN-A0FJ-01A-11D-A00Y-05,11.065992,0.6517387,Source,Basal
TCGA-B6-A0I6-01A-11D-A032-05,11.224896,1.6618917,Source,Basal
TCGA-AN-A0AL-01A-11D-A00Y-05,11.020327,0.60619825,Source,Basal
TCGA-D8-A143-01A-11D-A112-05,8.128769,2.910257,Source,Basal
TCGA-C8-A12V-01A-11D-A112-05,9.81695,1.7272584,Source,Basal
TCGA-BH-A18T-01A-11D-A12E-05,11.144869,1.156682,Source,Basal
TCGA-A8-A07U-01A-11D-A032-05,9.887329,1.8765628,Source,Basal
TCGA-AQ-A04J-01A-02D-A032-05,10.989228,1.2451615,Source,Basal
TCGA-BH-A0BW-01A-11D-A112-05,10.913748,0.82986623,Source,Basal
TCGA-A2-A0D2-01A-21D-A032-05,11.043907,0.7447408,Source,Basal
TCGA-BH-A0BL-01A-11D-A112-05,10.938662,0.96016216,Source,Basal
TCGA-E2-A14Y-01A-21D-A12E-05,9.153634,1.801354,Source,Basal
TCGA-A8-A07R-01A-21D-A032-05,11.381687,1.2824531,Source,Basal
TCGA-A8-A07C-01A-11D-A032-05,11.101311,1.7030195,Source,Basal
TCGA-A2-A0D0-01A-11D-A00Y-05,11.002981,1.7884201,Source,Basal
TCGA-BH-A0DL-01A-11D-A112-05,10.667825,0.98175806,Source,Basal
TCGA-AO-A12F-01A-11D-A112-05,11.111076,1.6710386,Source,Basal
TCGA-AN-A04D-01A-21D-A032-05,11.297261,1.2757215,Source,Basal
TCGA-A2-A04U-01A-11D-A112-05,11.223814,1.6445054,Source,Basal
TCGA-A2-A04Q-01A-21D-A032-05,9.270506,2.1872516,Source,Basal
TCGA-A7-A0DA-01A-31D-A112-05,11.338843,2.2724094,Source,Basal
TCGA-B6-A0IJ-01A-11D-A032-05,10.5352,2.140456,Source,Basal
TCGA-BH-A0AV-01A-31D-A112-05,11.298191,2.2650082,Source,Basal
TCGA-E2-A14X-01A-11D-A112-05,11.024186,1.5796311,Source,Basal
TCGA-AR-A1AT-01A-11D-A12R-05,5.9566736,3.4332898,Source,Her2
TCGA-UU-A93S-01A-21D-A41Q-05,7.39074,3.5241323,Source,Her2
TCGA-D8-A1JG-01B-11D-A13K-05,7.2519617,3.600894,Source,Her2
TCGA-D8-A1JA-01A-11D-A13K-05,7.0899563,3.0115283,Source,Her2
TCGA-C8-A1HK-01A-21D-A13K-05,4.408497,1.2106972,Source,Her2
TCGA-BH-A203-01A-12D-A16A-05,6.1942987,4.029995,Source,Her2
TCGA-JL-A3YW-01A-12D-A23D-05,7.287487,3.7528856,Source,Her2
TCGA-GM-A2DH-01A-11D-A17Z-05,6.702475,3.1031897,Source,Her2
TCGA-E9-A248-01A-11D-A16A-05,9.369874,2.2232156,Source,Her2
TCGA-AR-A254-01A-21D-A16A-05,5.9479375,3.314843,Source,Her2
TCGA-C8-A26X-01A-31D-A16G-05,7.3174295,3.6275976,Source,Her2
TCGA-C8-A1HF-01A-11D-A138-05,5.8880773,2.76384,Source,Her2
TCGA-OL-A5RZ-01A-11D-A28C-05,4.3925934,1.0272294,Source,Her2
TCGA-EW-A2FR-01A-11D-A21R-05,7.0412703,-0.0289023,Source,Her2
TCGA-C8-A8HP-01A-11D-A36K-05,8.485795,2.4858756,Source,Her2
TCGA-AR-A24U-01A-11D-A16A-05,7.9696026,2.9786046,Source,Her2
TCGA-A2-A3XZ-01A-42D-A23D-05,8.624702,2.5804381,Source,Her2
TCGA-EW-A1OV-01A-11D-A145-05,6.3425326,2.5451956,Source,Her2
TCGA-AC-A23H-01A-11D-A161-05,5.268346,5.240954,Source,Her2
TCGA-C8-A275-01A-21D-A16G-05,6.8689804,3.885595,Source,Her2
TCGA-E2-A1LB-01A-11D-A145-05,6.798788,3.3267243,Source,Her2
TCGA-AO-A0JE-01A-11D-A10P-05,5.9870987,3.4709215,Source,Her2
TCGA-EW-A6SD-01A-12D-A33F-05,7.008527,-0.057262056,Source,Her2
TCGA-E9-A1RH-01A-21D-A16A-05,7.798601,3.06882,Source,Her2
TCGA-A2-A3XV-01A-21D-A23D-05,7.1998677,3.8640306,Source,Her2
TCGA-B6-A0RS-01A-11D-A10P-05,7.970979,2.9208026,Source,Her2
TCGA-BH-A1EV-01A-11D-A138-05,6.838914,2.7156184,Source,Her2
TCGA-3C-AALI-01A-11D-A41Q-05,7.0962,3.2597594,Source,Her2
TCGA-AC-A3W5-01A-11D-A22B-05,7.236088,3.3946552,Source,Her2
TCGA-LL-A5YO-01A-21D-A28C-05,9.18891,2.477205,Source,Her2
TCGA-E2-A1B0-01A-11D-A12R-05,7.8435907,3.027054,Source,Her2
TCGA-A2-A0T1-01A-21D-A10P-05,8.473138,2.570945,Source,Her2
TCGA-D8-A1XJ-01A-11D-A14N-05,5.9776015,4.1465516,Source,Her2
TCGA-C8-A26Y-01A-11D-A16G-05,8.1768675,2.9942942,Source,Her2
TCGA-OL-A66P-01A-11D-A31V-05,7.9029584,3.1691484,Source,Her2
TCGA-AC-A5EH-01A-11D-A28C-05,6.9302874,3.369601,Source,Her2
TCGA-B6-A0IK-01A-12D-A10P-05,6.8122854,3.9561286,Source,Her2
TCGA-BH-A0AW-01A-11D-A10P-05,7.0343137,3.3374357,Source,Her2
TCGA-GM-A2DB-01A-31D-A18O-05,7.9435024,3.1230495,Source,Her2
TCGA-C8-A278-01A-11D-A16A-05,7.005236,3.4180374,Source,Her2
TCGA-D8-A1XT-01A-11D-A14N-05,8.263175,1.8943204,Source,Her2
TCGA-AR-A0TX-01A-11D-A10P-05,8.277956,2.407701,Source,Her2
TCGA-E2-A1LE-01A-12D-A19Z-05,7.1927977,3.639665,Source,Her2
TCGA-A7-A4SF-01A-11D-A268-05,3.6050072,1.0140586,Source,Her2
TCGA-D8-A1JF-01A-11D-A13K-05,7.4148264,3.5418718,Source,Her2
TCGA-BH-A1EN-01A-11D-A13K-05,4.751036,4.613863,Source,Her2
TCGA-A2-A04X-01A-21D-A032-05,5.7451835,1.6569248,Source,Her2
TCGA-AO-A0J2-01A-11D-A032-05,9.448418,1.5956541,Source,Her2
TCGA-A8-A08B-01A-11D-A00Y-05,5.721548,1.7264855,Source,Her2
TCGA-B6-A0I9-01A-11D-A032-05,3.5187442,1.5327349,Source,Her2
TCGA-A8-A08X-01A-21D-A00Y-05,8.133061,2.7712312,Source,Her2
TCGA-C8-A138-01A-11D-A112-05,3.6175935,0.30742526,Source,Her2
TCGA-E2-A14P-01A-31D-A12E-05,8.255899,2.855861,Source,Her2
TCGA-BH-A18R-01A-11D-A12E-05,5.6326942,1.4657046,Source,Her2
TCGA-BH-A0EE-01A-11D-A032-05,7.963033,2.6070924,Source,Her2
TCGA-C8-A12Z-01A-11D-A112-05,6.50526,2.2689779,Source,Her2
TCGA-C8-A12L-01A-11D-A112-05,7.507318,3.0611236,Source,Her2
