,0,1,Batch,Pred_subtype,Original_subtype
GSM1712458,6.658417,-3.6041594,GSE69914,Cluster 4,
GSM1712459,4.6610203,-0.7987707,GSE69914,Cluster 2,
GSM1712460,5.4122634,-0.6125176,GSE69914,Cluster 2,
GSM1712461,-9.807455,1.3381628,GSE69914,Cluster 1,
GSM1712462,4.0128107,-0.51005334,GSE69914,Cluster 2,
GSM1712463,-4.279017,3.467451,GSE69914,Cluster 3,
GSM1712465,4.586346,4.746254,GSE69914,Cluster 5,
GSM1712467,-1.0406015,4.806519,GSE69914,Cluster 3,
GSM1712468,4.587486,-1.0426267,GSE69914,Cluster 2,
GSM1712469,-4.2706246,3.3630567,GSE69914,Cluster 3,
GSM1712470,-2.0797014,4.2281585,GSE69914,Cluster 3,
GSM1712471,-1.4747111,5.3971224,GSE69914,Cluster 3,
GSM1712474,8.063518,2.2935152,GSE69914,Cluster 5,
GSM1712477,7.8250623,2.1415114,GSE69914,Cluster 5,
GSM1712478,8.144034,3.053142,GSE69914,Cluster 5,
GSM1712479,3.5887513,3.4743874,GSE69914,Cluster 5,
GSM1712480,-8.878612,1.0253382,GSE69914,Cluster 1,
GSM1712481,6.15214,-0.20618021,GSE69914,Cluster 2,
GSM1712482,-3.6693041,3.6652145,GSE69914,Cluster 3,
GSM1712483,-3.6824558,4.517695,GSE69914,Cluster 3,
GSM1712484,7.636035,2.2651856,GSE69914,Cluster 5,
GSM1712485,4.7526736,4.638406,GSE69914,Cluster 5,
GSM1712486,2.8954735,3.5111954,GSE69914,Cluster 5,
GSM1712488,-4.5447564,3.7276118,GSE69914,Cluster 3,
GSM1712491,-1.9877485,5.0919747,GSE69914,Cluster 3,
GSM1712492,0.67162687,4.3399076,GSE69914,Cluster 3,
GSM1712493,-1.6528637,5.1432643,GSE69914,Cluster 3,
GSM1712494,1.1402664,3.4345725,GSE69914,Cluster 3,
GSM1712495,1.1065055,4.6956787,GSE69914,Cluster 3,
GSM1712496,-1.1097842,5.3695283,GSE69914,Cluster 3,
GSM1712497,1.2752512,4.5323215,GSE69914,Cluster 3,
GSM1712498,7.066763,-0.93452793,GSE69914,Cluster 2,
GSM1712499,-3.2927644,4.1658983,GSE69914,Cluster 3,
GSM1712501,7.606835,1.9699692,GSE69914,Cluster 5,
GSM1712502,-10.668044,0.1092749,GSE69914,Cluster 1,
GSM1712505,-3.4421692,4.2006264,GSE69914,Cluster 3,
GSM1712506,-3.7778316,3.1255069,GSE69914,Cluster 3,
GSM1712507,-1.1047281,4.738786,GSE69914,Cluster 3,
GSM1712508,-4.567776,3.8967896,GSE69914,Cluster 3,
GSM1712509,-10.252877,0.37361524,GSE69914,Cluster 1,
GSM1712512,-2.1641233,4.4918494,GSE69914,Cluster 3,
GSM1712513,2.6031446,4.369676,GSE69914,Cluster 5,
GSM1712514,-5.205851,4.042837,GSE69914,Cluster 3,
GSM1712515,6.071015,-0.9240016,GSE69914,Cluster 2,
GSM1712516,7.4279585,2.675978,GSE69914,Cluster 5,
GSM1712517,-2.9402978,4.0879107,GSE69914,Cluster 3,
GSM1712518,7.4578576,-1.6793889,GSE69914,Cluster 2,
GSM1712519,7.392074,-0.9956195,GSE69914,Cluster 2,
GSM1712521,-8.659327,2.4134424,GSE69914,Cluster 1,
GSM1712522,6.0460563,1.9152019,GSE69914,Cluster 5,
GSM1712524,7.203652,-0.7795683,GSE69914,Cluster 2,
GSM1712525,7.983191,-5.7120776,GSE69914,Cluster 4,
GSM1712526,3.4406343,3.9542208,GSE69914,Cluster 5,
GSM1712527,-8.752178,2.5014427,GSE69914,Cluster 1,
GSM1712529,4.2053175,-0.65971404,GSE69914,Cluster 2,
GSM1712530,6.942641,-2.1201231,GSE69914,Cluster 2,
GSM1712531,6.6282,-3.7763073,GSE69914,Cluster 4,
GSM1712532,2.5566163,3.4899533,GSE69914,Cluster 5,
GSM1712533,-3.6351335,4.9386883,GSE69914,Cluster 3,
GSM1712534,2.9867806,3.5366046,GSE69914,Cluster 5,
GSM1712536,6.837452,-0.6573419,GSE69914,Cluster 2,
GSM1712537,-9.106711,2.625134,GSE69914,Cluster 1,
GSM1712539,-3.998586,3.7609112,GSE69914,Cluster 3,
GSM1712540,-0.17240696,4.7745547,GSE69914,Cluster 3,
GSM1712542,-1.9529561,4.2778544,GSE69914,Cluster 3,
GSM1712543,-0.78258216,4.760158,GSE69914,Cluster 3,
GSM1712544,7.5429287,1.8196154,GSE69914,Cluster 5,
GSM1712545,3.2565305,3.7806828,GSE69914,Cluster 5,
GSM1712546,7.939325,3.380138,GSE69914,Cluster 5,
GSM1712547,6.8136525,-0.5555284,GSE69914,Cluster 2,
GSM1712550,2.5765042,3.1348689,GSE69914,Cluster 5,
GSM1712552,4.8874955,3.752397,GSE69914,Cluster 5,
GSM1712553,7.516369,-1.261484,GSE69914,Cluster 2,
GSM1712554,-0.7296453,4.629582,GSE69914,Cluster 3,
GSM1712555,6.016239,1.8799449,GSE69914,Cluster 5,
GSM1712556,7.258763,-0.50883305,GSE69914,Cluster 2,
GSM1712557,5.2497263,4.649051,GSE69914,Cluster 5,
GSM1712559,6.671054,-0.33215165,GSE69914,Cluster 2,
GSM1712561,6.0002894,1.763725,GSE69914,Cluster 5,
GSM1712562,6.1396313,1.5396805,GSE69914,Cluster 5,
GSM1712563,6.9594564,4.574806,GSE69914,Cluster 5,
GSM1712564,-8.806662,2.1788113,GSE69914,Cluster 1,
GSM1712567,8.352668,-5.8979697,GSE69914,Cluster 4,
GSM1712568,7.729742,2.4167094,GSE69914,Cluster 5,
GSM1712569,0.62757486,3.7865765,GSE69914,Cluster 3,
GSM1712570,-1.6250582,3.9069624,GSE69914,Cluster 3,
GSM1712571,6.7241535,-0.9644091,GSE69914,Cluster 2,
GSM1712573,-0.68053615,4.60977,GSE69914,Cluster 3,
GSM1712575,-10.201634,0.42676398,GSE69914,Cluster 1,
GSM1712576,5.881244,-2.1295166,GSE69914,Cluster 2,
GSM1712577,5.810547,-1.6830616,GSE69914,Cluster 2,
GSM1712579,6.49166,3.28417,GSE69914,Cluster 5,
GSM1712580,0.643928,4.117828,GSE69914,Cluster 3,
GSM1712582,5.9272256,3.477715,GSE69914,Cluster 5,
GSM1712584,-3.218132,3.0559814,GSE69914,Cluster 3,
GSM1712585,-3.3416145,4.2154074,GSE69914,Cluster 3,
GSM1712586,-4.684228,4.700312,GSE69914,Cluster 3,
GSM1712587,3.6190844,3.853151,GSE69914,Cluster 5,
GSM1712588,-0.026920248,3.9887187,GSE69914,Cluster 3,
GSM1712589,-4.980179,4.225117,GSE69914,Cluster 3,
GSM1712590,5.603022,-0.65164024,GSE69914,Cluster 2,
GSM1712591,7.2114744,4.4511843,GSE69914,Cluster 5,
GSM1712592,2.346017,4.5581827,GSE69914,Cluster 5,
GSM1712593,6.9249396,4.354104,GSE69914,Cluster 5,
GSM1712594,4.0771036,-0.6089335,GSE69914,Cluster 2,
GSM1712596,-11.051019,-0.2371763,GSE69914,Cluster 1,
GSM1712599,4.7238626,-1.2296666,GSE69914,Cluster 2,
GSM1712600,1.4090464,3.5585973,GSE69914,Cluster 3,
GSM1712601,8.29374,2.8863347,GSE69914,Cluster 5,
GSM1712602,-0.60890883,4.6656404,GSE69914,Cluster 3,
GSM1712603,-8.388202,2.019569,GSE69914,Cluster 1,
GSM1712604,2.3519726,4.5891542,GSE69914,Cluster 5,
GSM1712605,-0.48951498,4.2330065,GSE69914,Cluster 3,
GSM1712607,8.195926,-5.6330237,GSE69914,Cluster 4,
GSM1712608,8.085809,-5.5666604,GSE69914,Cluster 4,
GSM1712610,6.9232063,-3.1338422,GSE69914,Cluster 4,
GSM1712611,-3.8873186,3.1629157,GSE69914,Cluster 3,
GSM1712612,5.687334,4.5922785,GSE69914,Cluster 5,
GSM1712613,7.710238,3.2614899,GSE69914,Cluster 5,
GSM1712614,7.034263,3.858137,GSE69914,Cluster 5,
GSM1712617,3.1354334,3.6266315,GSE69914,Cluster 5,
GSM1712618,6.567994,1.5969716,GSE69914,Cluster 5,
GSM1712619,5.0836773,-0.73627347,GSE69914,Cluster 2,
GSM1712621,-1.1006349,4.1177645,GSE69914,Cluster 3,
GSM1712622,7.5158825,2.1558177,GSE69914,Cluster 5,
GSM1712623,-3.2338154,2.9033947,GSE69914,Cluster 3,
GSM1712624,3.632371,3.2847729,GSE69914,Cluster 5,
GSM1712626,7.0625725,-0.80294794,GSE69914,Cluster 2,
GSM1712627,-4.252565,3.7120442,GSE69914,Cluster 3,
GSM1712628,3.5263207,3.6055799,GSE69914,Cluster 5,
GSM1712629,6.1981335,-2.7349064,GSE69914,Cluster 2,
GSM1712630,6.9458466,-5.222265,GSE69914,Cluster 4,
GSM1712631,-4.9517484,4.3687177,GSE69914,Cluster 3,
GSM1712634,3.6887064,3.6161735,GSE69914,Cluster 5,
GSM1712635,-5.406345,4.0433955,GSE69914,Cluster 3,
GSM1712637,4.9038763,4.608474,GSE69914,Cluster 5,
GSM1712638,6.4403973,-0.28075868,GSE69914,Cluster 2,
GSM1712639,5.091602,-0.990051,GSE69914,Cluster 2,
GSM1712640,-0.18220332,4.1681247,GSE69914,Cluster 3,
GSM1712641,7.3149786,-1.1469964,GSE69914,Cluster 2,
GSM1712643,3.735378,-1.4596786,GSE69914,Cluster 2,
GSM1712645,7.285353,-1.1929525,GSE69914,Cluster 2,
GSM1712646,8.059161,2.5461347,GSE69914,Cluster 5,
GSM1712647,3.2453725,3.8167922,GSE69914,Cluster 5,
GSM1712651,6.713762,-3.2203815,GSE69914,Cluster 4,
GSM1712652,7.4065647,-1.267709,GSE69914,Cluster 2,
GSM1712653,7.357576,-0.9422007,GSE69914,Cluster 2,
GSM1712654,3.1319478,3.5086837,GSE69914,Cluster 5,
GSM1712655,-9.192821,2.5454638,GSE69914,Cluster 1,
GSM1712656,1.9996186,3.71479,GSE69914,Cluster 3,
GSM1712657,6.7833385,-0.5657844,GSE69914,Cluster 2,
GSM1712658,-5.0249414,4.059074,GSE69914,Cluster 3,
GSM1712659,5.8894095,0.13428827,GSE69914,Cluster 2,
GSM1712662,-2.9527497,4.354973,GSE69914,Cluster 3,
GSM1712663,2.6117733,4.5272613,GSE69914,Cluster 5,
GSM1712665,-8.438785,1.4715086,GSE69914,Cluster 1,
GSM1712666,5.36177,4.8584456,GSE69914,Cluster 5,
GSM1712667,1.2603233,4.457346,GSE69914,Cluster 3,
GSM1712668,1.9245656,4.3979135,GSE69914,Cluster 3,
GSM1712669,7.389178,-1.3893785,GSE69914,Cluster 2,
GSM1712670,6.5934067,-0.07523351,GSE69914,Cluster 2,
GSM1712671,0.6174456,3.997345,GSE69914,Cluster 3,
GSM1712673,4.8611107,4.0525064,GSE69914,Cluster 5,
GSM1712674,6.739376,-0.3557092,GSE69914,Cluster 2,
GSM1712675,6.7581277,4.5069113,GSE69914,Cluster 5,
GSM1712676,-3.8945937,4.6750045,GSE69914,Cluster 3,
GSM1712677,2.6319005,3.824503,GSE69914,Cluster 5,
GSM1712679,3.5095348,-1.2005513,GSE69914,Cluster 2,
GSM1712680,5.4632406,3.5911279,GSE69914,Cluster 5,
GSM1712681,4.101325,-1.1821083,GSE69914,Cluster 2,
GSM1712684,-3.5954003,4.893928,GSE69914,Cluster 3,
GSM1712685,7.903175,-5.646956,GSE69914,Cluster 4,
GSM1712686,8.05231,-4.6416926,GSE69914,Cluster 4,
GSM1712688,-9.279653,1.8748488,GSE69914,Cluster 1,
GSM1712689,-4.1868286,3.9664187,GSE69914,Cluster 3,
GSM1712690,6.5630136,-2.9428704,GSE69914,Cluster 2,
GSM1712691,6.7163086,3.489125,GSE69914,Cluster 5,
GSM1712692,6.898326,-1.3834107,GSE69914,Cluster 2,
GSM1712694,-2.8060596,4.544908,GSE69914,Cluster 3,
GSM1712695,3.4739728,-1.2257832,GSE69914,Cluster 2,
GSM1712696,4.318018,-1.1708132,GSE69914,Cluster 2,
GSM1712697,6.6914253,-3.3176663,GSE69914,Cluster 4,
GSM1712698,8.019111,2.2896678,GSE69914,Cluster 5,
GSM1712699,7.7259126,-4.9976263,GSE69914,Cluster 4,
GSM1712702,7.4119167,-1.6662269,GSE69914,Cluster 2,
GSM1712703,7.3275504,2.9372964,GSE69914,Cluster 5,
GSM1712704,3.4353917,-1.240844,GSE69914,Cluster 2,
GSM1712705,2.031473,4.59818,GSE69914,Cluster 3,
GSM1712707,4.6894956,3.9140458,GSE69914,Cluster 5,
GSM1712709,6.781598,-0.23167747,GSE69914,Cluster 2,
GSM1712710,-9.182719,1.6785572,GSE69914,Cluster 1,
GSM1712711,-2.9579608,4.020443,GSE69914,Cluster 3,
GSM1712712,-9.180091,1.505352,GSE69914,Cluster 1,
GSM1712714,-0.75317633,4.852634,GSE69914,Cluster 3,
GSM1712715,-4.0696006,3.2656262,GSE69914,Cluster 3,
GSM1712716,-3.1800714,3.028515,GSE69914,Cluster 3,
GSM1712717,7.252062,3.9016848,GSE69914,Cluster 5,
GSM1712718,5.961278,3.5924659,GSE69914,Cluster 5,
GSM1712719,-4.180958,3.1290257,GSE69914,Cluster 3,
GSM1712720,5.3807545,-1.397787,GSE69914,Cluster 2,
GSM1712722,-3.1479015,4.848052,GSE69914,Cluster 3,
GSM1712725,-4.090176,3.7591662,GSE69914,Cluster 3,
GSM1712726,3.2780895,3.615024,GSE69914,Cluster 5,
GSM1712728,-4.202983,3.2456448,GSE69914,Cluster 3,
GSM1712729,3.512047,3.459197,GSE69914,Cluster 5,
GSM1712730,-4.3236027,3.6466892,GSE69914,Cluster 3,
GSM1712731,-2.0865614,4.6224236,GSE69914,Cluster 3,
GSM1712732,7.299016,-1.7311578,GSE69914,Cluster 2,
GSM1712734,-9.831852,1.2504753,GSE69914,Cluster 1,
GSM1712735,4.0970864,-0.6629192,GSE69914,Cluster 2,
GSM1712736,-1.9788315,5.173874,GSE69914,Cluster 3,
GSM1712738,3.244821,3.8294816,GSE69914,Cluster 5,
GSM1712740,-8.5207615,1.9024199,GSE69914,Cluster 1,
GSM1712741,3.5956972,3.4147406,GSE69914,Cluster 5,
GSM1712742,1.8225167,4.56082,GSE69914,Cluster 3,
GSM1712744,-0.091241986,4.171453,GSE69914,Cluster 3,
GSM1712746,6.9599147,-2.323818,GSE69914,Cluster 2,
GSM1712747,-1.5283903,3.5624437,GSE69914,Cluster 3,
GSM1712748,7.71576,1.7700136,GSE69914,Cluster 5,
GSM1712749,6.9977565,-0.68235636,GSE69914,Cluster 2,
GSM1712750,-8.708827,1.2753499,GSE69914,Cluster 1,
GSM1712751,-2.5940914,3.4063962,GSE69914,Cluster 3,
GSM1712753,7.386937,-0.95212907,GSE69914,Cluster 2,
GSM1712754,5.390383,-0.977612,GSE69914,Cluster 2,
GSM1712756,5.0965514,-1.2951199,GSE69914,Cluster 2,
GSM1712758,5.86533,3.7711723,GSE69914,Cluster 5,
GSM1712760,6.0072002,-0.16260341,GSE69914,Cluster 2,
GSM1712766,3.9798918,-0.6664346,GSE69914,Cluster 2,
GSM1712767,-10.272687,0.56523687,GSE69914,Cluster 1,
GSM1712768,7.6857424,2.150764,GSE69914,Cluster 5,
GSM1712769,1.7886841,4.565978,GSE69914,Cluster 3,
GSM1712770,1.2187921,4.4968057,GSE69914,Cluster 3,
GSM1712771,3.0146437,3.533407,GSE69914,Cluster 5,
GSM1712773,-1.677916,4.8954415,GSE69914,Cluster 3,
GSM1712774,-11.191652,-0.371616,GSE69914,Cluster 1,
GSM1712775,-8.322538,1.5006055,GSE69914,Cluster 1,
GSM1712778,4.513918,-0.9478076,GSE69914,Cluster 2,
GSM1712779,5.911675,2.3381472,GSE69914,Cluster 5,
GSM1858429,6.500403,-0.1845549,GSE72245,Cluster 2,
GSM1858430,6.667322,-0.629877,GSE72245,Cluster 2,
GSM1858431,5.491594,4.8724256,GSE72245,Cluster 5,
GSM1858432,-9.982804,0.468831,GSE72245,Cluster 1,
GSM1858433,6.792761,-4.840552,GSE72245,Cluster 4,
GSM1858434,7.420018,-1.575115,GSE72245,Cluster 2,
GSM1858435,6.127843,-0.03571305,GSE72245,Cluster 2,
GSM1858436,3.227691,3.486702,GSE72245,Cluster 5,
GSM1858437,4.3643208,-1.0864176,GSE72245,Cluster 2,
GSM1858438,7.0256658,-5.3157516,GSE72245,Cluster 4,
GSM1858439,7.252229,3.5886908,GSE72245,Cluster 5,
GSM1858440,1.303774,4.459439,GSE72245,Cluster 3,
GSM1858441,3.3596897,-1.1719654,GSE72245,Cluster 2,
GSM1858442,6.7017636,3.5820947,GSE72245,Cluster 5,
GSM1858443,4.0876613,-0.61333716,GSE72245,Cluster 2,
GSM1858444,5.648479,3.723013,GSE72245,Cluster 5,
GSM1858445,8.494287,-5.1283565,GSE72245,Cluster 4,
GSM1858446,7.4954076,3.3146765,GSE72245,Cluster 5,
GSM1858447,2.3788571,4.598397,GSE72245,Cluster 5,
GSM1858448,-11.189238,-0.3650143,GSE72245,Cluster 1,
GSM1858449,2.5990386,4.5226803,GSE72245,Cluster 5,
GSM1858450,-3.656322,3.1461434,GSE72245,Cluster 3,
GSM1858451,7.3672214,-1.8426379,GSE72245,Cluster 2,
GSM1858452,-3.0772223,3.196804,GSE72245,Cluster 3,
GSM1858453,1.7452611,3.6250713,GSE72245,Cluster 3,
GSM1858454,6.0914435,1.5221874,GSE72245,Cluster 5,
GSM1858455,8.245282,-5.80416,GSE72245,Cluster 4,
GSM1858456,4.9033155,4.622401,GSE72245,Cluster 5,
GSM1858457,0.78509325,3.933993,GSE72245,Cluster 3,
GSM1858458,-2.9903746,4.2829742,GSE72245,Cluster 3,
GSM1858459,0.8610905,4.63776,GSE72245,Cluster 3,
GSM1858460,1.1454571,4.595029,GSE72245,Cluster 3,
GSM1858461,6.749355,-2.7891784,GSE72245,Cluster 2,
GSM1858462,8.658181,-5.3239293,GSE72245,Cluster 4,
GSM1858463,-9.164451,2.562986,GSE72245,Cluster 1,
GSM1858464,8.433466,-5.353937,GSE72245,Cluster 4,
GSM1858465,7.0365486,-2.1199307,GSE72245,Cluster 2,
GSM1858466,-2.9173856,3.0180461,GSE72245,Cluster 3,
GSM1858467,7.7529054,3.122911,GSE72245,Cluster 5,
GSM1858468,6.524455,-1.4759701,GSE72245,Cluster 2,
GSM1858469,6.528483,-0.21410024,GSE72245,Cluster 2,
GSM1858470,7.374212,-1.1693306,GSE72245,Cluster 2,
GSM1858471,8.592258,2.8272605,GSE72245,Cluster 5,
GSM1858472,8.014203,-4.6080794,GSE72245,Cluster 4,
GSM1858473,-9.416575,1.6364038,GSE72245,Cluster 1,
GSM1858474,-1.7620454,5.168607,GSE72245,Cluster 3,
GSM1858475,-10.920524,-0.12153871,GSE72245,Cluster 1,
GSM1858476,7.9515295,-5.766926,GSE72245,Cluster 4,
GSM1858477,3.1817026,3.6825218,GSE72245,Cluster 5,
GSM1858478,3.3712888,-1.2006385,GSE72245,Cluster 2,
GSM1858479,1.9865063,4.5345325,GSE72245,Cluster 3,
GSM1858480,2.7890005,4.5011964,GSE72245,Cluster 5,
GSM1858481,7.2736745,-1.5672563,GSE72245,Cluster 2,
GSM1858482,6.9002786,-5.135758,GSE72245,Cluster 4,
GSM1858483,8.689295,2.7854428,GSE72245,Cluster 5,
GSM1858484,2.5300956,4.5573626,GSE72245,Cluster 5,
GSM1858485,-4.4320493,4.6318064,GSE72245,Cluster 3,
GSM1858486,7.1457043,3.037568,GSE72245,Cluster 5,
GSM1858487,8.677243,-5.0931497,GSE72245,Cluster 4,
GSM1858488,-4.303166,4.3794804,GSE72245,Cluster 3,
GSM1858489,-2.5633137,4.9295096,GSE72245,Cluster 3,
GSM1858490,4.6899104,3.8827877,GSE72245,Cluster 5,
GSM1858491,5.6772604,4.394984,GSE72245,Cluster 5,
GSM1858492,5.410028,-1.2676597,GSE72245,Cluster 2,
GSM1858493,1.0638609,4.0790567,GSE72245,Cluster 3,
GSM1858494,-8.64648,2.4736464,GSE72245,Cluster 1,
GSM1858495,-8.358369,1.7432915,GSE72245,Cluster 1,
GSM1858496,1.4809209,3.717428,GSE72245,Cluster 3,
GSM1858497,-2.512482,4.8274198,GSE72245,Cluster 3,
GSM1858498,6.690495,-2.962809,GSE72245,Cluster 2,
GSM1858499,3.524292,-1.2669355,GSE72245,Cluster 2,
GSM1858500,-1.5024487,3.6341841,GSE72245,Cluster 3,
GSM1858501,-3.180435,4.3845086,GSE72245,Cluster 3,
GSM1858502,4.374704,-0.6940328,GSE72245,Cluster 2,
GSM1858503,6.6378508,-0.55676043,GSE72245,Cluster 2,
GSM1858504,6.8466287,-0.7915858,GSE72245,Cluster 2,
GSM1858505,4.1156716,-0.7497125,GSE72245,Cluster 2,
GSM1858506,-3.999051,3.1312947,GSE72245,Cluster 3,
GSM1858507,-5.3527646,4.0447345,GSE72245,Cluster 3,
GSM1858508,6.1051393,-0.35239655,GSE72245,Cluster 2,
GSM1858509,-3.125331,3.1219738,GSE72245,Cluster 3,
GSM1858510,7.533138,-4.71954,GSE72245,Cluster 4,
GSM1858511,-1.042066,4.731755,GSE72245,Cluster 3,
GSM1858512,-1.1507646,3.9650514,GSE72245,Cluster 3,
GSM1858513,6.9264812,-2.003735,GSE72245,Cluster 2,
GSM1858514,3.233643,3.777498,GSE72245,Cluster 5,
GSM1858515,6.47344,-0.3052102,GSE72245,Cluster 2,
GSM1858516,1.3722631,4.6464467,GSE72245,Cluster 3,
GSM1858517,5.8978567,4.579789,GSE72245,Cluster 5,
GSM1858518,7.2325287,-2.0147932,GSE72245,Cluster 2,
GSM1858519,-3.1038747,4.3787637,GSE72245,Cluster 3,
GSM1858520,-5.4406104,3.9942975,GSE72245,Cluster 3,
GSM1858521,-3.9163215,4.8746185,GSE72245,Cluster 3,
GSM1858522,-3.7271845,4.850804,GSE72245,Cluster 3,
GSM1858523,8.322421,-4.846295,GSE72245,Cluster 4,
GSM1858524,-3.875518,4.9618335,GSE72245,Cluster 3,
GSM1858525,4.659296,4.429396,GSE72245,Cluster 5,
GSM1858526,3.243147,3.7014236,GSE72245,Cluster 5,
GSM1858527,0.72434413,4.592081,GSE72245,Cluster 3,
GSM1858528,-8.825002,2.5000234,GSE72245,Cluster 1,
GSM1858529,4.0631194,-1.1355052,GSE72245,Cluster 2,
GSM1858530,-9.6410885,0.7582822,GSE72245,Cluster 1,
GSM1858531,-4.4099374,4.782475,GSE72245,Cluster 3,
GSM1858532,4.994022,-1.3491894,GSE72245,Cluster 2,
GSM1858533,3.82182,-1.2552321,GSE72245,Cluster 2,
GSM1858534,7.9337916,2.898804,GSE72245,Cluster 5,
GSM1858535,6.1114244,-2.5941324,GSE72245,Cluster 2,
GSM1858536,6.7837353,-1.3772036,GSE72245,Cluster 2,
GSM1858537,5.049584,-1.0962802,GSE72245,Cluster 2,
GSM1858538,-5.22254,3.990882,GSE72245,Cluster 3,
GSM1858539,-5.2047806,4.1728797,GSE72245,Cluster 3,
GSM1858540,3.786587,3.2363799,GSE72245,Cluster 5,
GSM1858541,5.3034353,-1.5381101,GSE72245,Cluster 2,
GSM1858542,-3.4872766,4.9712405,GSE72245,Cluster 3,
GSM1858543,7.4180574,-4.3797717,GSE72245,Cluster 4,
GSM1858544,1.1830435,4.2237706,GSE72245,Cluster 3,
GSM1858545,2.1407557,4.5937047,GSE72245,Cluster 3,
GSM1858546,-8.586151,1.437323,GSE72245,Cluster 1,
GSM1941862,8.495035,-5.534683,GSE75067,Cluster 4,
GSM1941863,4.7257614,3.9645183,GSE75067,Cluster 5,
GSM1941864,7.9484606,-5.660181,GSE75067,Cluster 4,
GSM1941865,6.8641753,-0.65899235,GSE75067,Cluster 2,
GSM1941866,-4.250201,3.465371,GSE75067,Cluster 3,
GSM1941867,3.2957976,3.6200752,GSE75067,Cluster 5,
GSM1941868,5.3106766,4.8607564,GSE75067,Cluster 5,
GSM1941869,7.426832,4.26478,GSE75067,Cluster 5,
GSM1941870,-1.2060051,5.299897,GSE75067,Cluster 3,
GSM1941871,6.1703234,1.7652339,GSE75067,Cluster 5,
GSM1941872,7.3295264,-4.722589,GSE75067,Cluster 4,
GSM1941873,7.5153027,-1.7330086,GSE75067,Cluster 2,
GSM1941874,7.851834,2.2565017,GSE75067,Cluster 5,
GSM1941875,7.7528896,-5.772289,GSE75067,Cluster 4,
GSM1941876,7.4139476,-5.4460125,GSE75067,Cluster 4,
GSM1941877,5.3440356,-1.139384,GSE75067,Cluster 2,
GSM1941878,7.959821,-4.7400746,GSE75067,Cluster 4,
GSM1941879,5.6845865,3.4539213,GSE75067,Cluster 5,
GSM1941880,6.8670316,-5.0460334,GSE75067,Cluster 4,
GSM1941881,7.6127286,-5.7052236,GSE75067,Cluster 4,
GSM1941882,5.478066,-1.8770617,GSE75067,Cluster 2,
GSM1941883,6.816381,-4.6506033,GSE75067,Cluster 4,
GSM1941884,-0.4793729,4.548907,GSE75067,Cluster 3,
GSM1941885,5.134112,-1.2778617,GSE75067,Cluster 2,
GSM1941886,1.8127095,4.609576,GSE75067,Cluster 3,
GSM1941887,8.180009,-4.548779,GSE75067,Cluster 4,
GSM1941888,6.7729764,-4.2982197,GSE75067,Cluster 4,
GSM1941889,3.8438413,3.602335,GSE75067,Cluster 5,
GSM1941890,-8.543899,1.3292503,GSE75067,Cluster 1,
GSM1941891,3.0517914,3.669047,GSE75067,Cluster 5,
GSM1941892,7.236966,3.90915,GSE75067,Cluster 5,
GSM1941893,6.439188,-1.0055181,GSE75067,Cluster 2,
GSM1941894,6.6802306,-4.651556,GSE75067,Cluster 4,
GSM1941895,7.7344804,-4.9538426,GSE75067,Cluster 4,
GSM1941896,8.254797,3.1722088,GSE75067,Cluster 5,
GSM1941897,4.2132063,-0.7266672,GSE75067,Cluster 2,
GSM1941898,7.590314,-1.8460714,GSE75067,Cluster 2,
GSM1941899,7.1408687,-5.416068,GSE75067,Cluster 4,
GSM1941900,6.978227,-5.0058346,GSE75067,Cluster 4,
GSM1941901,-5.1731167,4.1370406,GSE75067,Cluster 3,
GSM1941902,6.698694,0.1227841,GSE75067,Cluster 2,
GSM1941903,-4.8163548,4.546967,GSE75067,Cluster 3,
GSM1941904,1.5086935,4.574166,GSE75067,Cluster 3,
GSM1941905,6.0471044,3.6245902,GSE75067,Cluster 5,
GSM1941906,7.127211,3.7471015,GSE75067,Cluster 5,
GSM1941907,6.697894,-1.7701749,GSE75067,Cluster 2,
GSM1941908,6.7060075,-3.5406196,GSE75067,Cluster 4,
GSM1941909,8.639025,2.7900753,GSE75067,Cluster 5,
GSM1941910,5.7766547,2.9059103,GSE75067,Cluster 5,
GSM1941911,-0.6801065,4.21814,GSE75067,Cluster 3,
GSM1941912,-9.00515,2.6848512,GSE75067,Cluster 1,
GSM1941913,8.090321,-4.5205197,GSE75067,Cluster 4,
GSM1941914,7.373331,3.4695485,GSE75067,Cluster 5,
GSM1941915,3.8790236,-0.85202193,GSE75067,Cluster 2,
GSM1941916,4.925552,-1.1561669,GSE75067,Cluster 2,
GSM1941917,-9.25555,2.598182,GSE75067,Cluster 1,
GSM1941918,3.651315,3.5513496,GSE75067,Cluster 5,
GSM1941919,7.5634866,2.9891963,GSE75067,Cluster 5,
GSM1941920,3.353083,3.7369924,GSE75067,Cluster 5,
GSM1941921,5.5046754,-0.8822289,GSE75067,Cluster 2,
GSM1941922,4.633501,4.6621194,GSE75067,Cluster 5,
GSM1941923,3.1811998,3.7932937,GSE75067,Cluster 5,
GSM1941924,6.986316,-5.17009,GSE75067,Cluster 4,
GSM1941925,-10.180204,0.4771052,GSE75067,Cluster 1,
GSM1941926,8.572908,-5.285243,GSE75067,Cluster 4,
GSM1941927,-0.98400706,4.3415785,GSE75067,Cluster 3,
GSM1941928,4.810555,4.558882,GSE75067,Cluster 5,
GSM1941929,4.2091856,-0.6718747,GSE75067,Cluster 2,
